,Name,Size,Price,Location
982,Vacant Land,235 m²,R 3 650 000,Voorbaai
983,3 Bedroom House,246 m²,R 3 300 000,Dana Bay
984,3 Bedroom House,633 m²,R 19 950 000,Dana Bay
985,Farm,192 ha,R 3 300 000,Mossel Bay Rural
986,3 Bedroom House,435 m²,R 14 470 000,Seemeeu Park
987,Vacant Land,6 374 m²,R 434 000,Mossel Bay Central
988,Vacant Land,525 m²,R 3 966 900,Mossel Bay Ext 26
989,3 Bedroom House,846 m²,R 3 300 000,Island View
990,3 Bedroom House,435 m²,R 2 790 000,Seemeeu Park
991,2 Bedroom Apartment,1 902 m²,R 890 000,Pinnacle Point Golf Estate
992,Vacant Land,1 067 m²,R 11 000 000,Kwanonqaba
993,Vacant Land,457 m²,R 2 500 000,Pinnacle Point Golf Estate
994,Vacant Land,461 m²,R 2 540 000,Pinnacle Point Golf Estate
995,3 Bedroom House,1 078 m²,R 2 700 000,Dana Bay
996,Vacant Land,1 134 m²,R 3 500 000,Pinnacle Point Golf Estate
997,Vacant Land,870 m²,R 3 295 000,Pinnacle Point Golf Estate
998,3 Bedroom House,1 088 m²,R 24 995 000,Linkside
999,2 Bedroom Apartment,22.9 ha,R 1 700 000,Boland Park
1000,3 Bedroom House,661 m²,R 3 800 000,Dana Bay
1001,Farm,583 m²,R 10 600 000,Ruiterbos
1002,5 Bedroom House,651 m²,R 7 488 000,Diaz Beach
1003,3 Bedroom House,1 311 m²,R 7 900 000,Santos Bay
1004,6 Bedroom House,1 311 m²,R 5 800 000,Seemeeu Park
1005,4 Bedroom House,1 371 m²,R 11 500 000,Pinnacle Point Golf Estate
1006,4 Bedroom House,360 m²,R 11 500 000,Pinnacle Point Golf Estate
1007,4 Bedroom House,360 m²,R 18 000 000,Pinnacle Point Golf Estate
1008,4 Bedroom House,979 m²,R 8 500 000,Pinnacle Point Golf Estate
1009,3 Bedroom House,383 m²,R 7 250 000,Pinnacle Point Golf Estate
1010,3 Bedroom Apartment,1 125 m²,R 3 760 000,Pinnacle Point Golf Estate
1011,Vacant Land,1 137 m²,R 2 695 000,Village On Sea
1012,4 Bedroom House,656 m²,R 5 850 000,Boggomsbaai
1013,Vacant Land,3 853 m²,R 3 950 000,Nautilus Bay
1014,Commercial Property,1 955 m²,R 12 000 000,Linkside
1015,4 Bedroom House,1 172 m²,R 6 750 000,Num Num Cape Estate
1016,5 Bedroom House,360 m²,R 9 400 000,Pinnacle Point Golf Estate
1017,3 Bedroom House,438 m²,R 5 250 000,Pinnacle Point Golf Estate
1018,Commercial Property,9 325 m²,R 12 000 000,Linkside
1019,3 Bedroom House,1 114 m²,R 3 300 000,Seemeeu Park
1020,Vacant Land,352 m²,R 18 995 000,Da Nova
1021,5 Bedroom House,300 m²,R 15 000 000,Pinnacle Point Golf Estate
1022,Vacant Land,188 m²,R 1 020 000,Dana Bay
1023,3 Bedroom House,391 m²,R 18 500 000,Gondwana Game Reserve
1024,3 Bedroom Townhouse,5 007 m²,R 2 895 000,Diaz Beach
1025,3 Bedroom Townhouse,1 124 m²,R 3 375 000,Paradise Coast
1026,8 Bedroom House,467 m²,R 5 495 000,Island View
1027,5 Bedroom House,1 303 m²,R 9 900 000,Pinnacle Point Golf Estate
1028,4 Bedroom House,7.49 ha,R 3 850 000,Seemeeu Park
1029,5 Bedroom House,667 m²,R 10 700 000,Pinnacle Point Golf Estate
1030,Farm,3 901 m²,R 6 600 000,Mossel Bay Rural
1031,3 Bedroom House,3 386 m²,R 3 300 000,New Sunnyside
1032,2 Bedroom House,627 m²,R 2 680 000,Dana Bay
1033,Commercial Property,649 m²,R 3 150 000,Kwanonqaba
1034,Vacant Land,1 125 m²,R 1 000 000,Seemeeu Park
1035,2 Bedroom Apartment,950 m²,R 3 173 000,Island View
1036,4 Bedroom House,24 m²,R 11 800 000,Pinnacle Point Golf Estate
1037,Vacant Land,2 835 m²,R 1 800 000,Seemeeu Park
1038,2 Bedroom House,157.9 ha,R 429 000,De Almeida
1039,2 Bedroom House,649 m²,R 200 000,Kwanonqaba
1040,Vacant Land,235 m²,R 2 985 000,Dana Bay
1041,3 Bedroom House,2 596 m²,R 2 950 000,Menkenkop
1042,Farm,1 150 m²,R 14 900 000,Mossel Bay Rural
1043,Vacant Land,830 m²,R 1 000 000,Seemeeu Park
1044,Vacant Land,484 m²,R 670 000,Vakansieplaas
1045,Vacant Land,31 ha,R 4 950 000,Voorbaai
1046,3 Bedroom House,600 m²,R 1 260 000,Heiderand
1047,Vacant Land,1 550 m²,R 2 100 000,Mossel Bay Rural
1048,Vacant Land,1 300 m²,R 950 000,N2 Industrial Park
1049,Vacant Land,757 m²,R 700 000,Fairview
1050,Vacant Land,921 m²,R 600 000,Fairview
1051,Vacant Land,11 090 m²,R 2 899 000,Num Num Cape Estate
1052,2 Bedroom Apartment,405 m²,R 3 845 000,Da Nova
1053,3 Bedroom House,352 m²,R 1 950 000,Island View
1054,4 Bedroom Townhouse,816 m²,R 1 595 000,Heiderand
1055,2 Bedroom Apartment,3 193 m²,R 6 500 000,Island View
1056,Vacant Land,803 m²,R 1 600 000,Pinnacle Point Golf Estate
1057,2 Bedroom House,1 037 m²,R 5 500 000,Heiderand
1058,Vacant Land,533 m²,R 5 830 000,Nautilus Bay
1059,3 Bedroom House,402 m²,R 5 250 000,Dana Bay
1060,3 Bedroom House,450 m²,R 4 180 000,Mossel Bay Ext 15
1061,3 Bedroom House,500 m²,R 2 990 000,Island View
1062,2 Bedroom House,250 m²,R 4 200 000,Pinnacle Point Golf Estate
1063,4 Bedroom House,1 051 m²,R 13 999 000,Pinnacle Point Golf Estate
1064,2 Bedroom House,250 m²,R 4 200 000,Pinnacle Point Golf Estate
1065,Apartment,800 m²,R 730 000,Heiderand
1066,4 Bedroom House,746 m²,R 7 695 000,Island View
1067,5 Bedroom House,991 m²,R 7 488 000,Diaz Beach
1068,Commercial Property,612 m²,R 9 000 000,Voorbaai
1069,Vacant Land,590 m²,R 4 650 000,Pinnacle Point Golf Estate
1070,7 Bedroom House,1 441 m²,R 9 000 000,Dana Bay
1071,4 Bedroom House,235 m²,R 4 480 000,Boggomsbaai
1072,4 Bedroom Townhouse,400 m²,R 5 500 000,Pinnacle Point Golf Estate
1073,Vacant Land,224 m²,R 2 790 000,Pinnacle Point Golf Estate
1074,4 Bedroom House,666 m²,R 2 880 000,Heiderand
1075,Commercial Property,1 122 m²,R 13 900 000,Mossel Bay Central
1076,2 Bedroom Apartment,1 575 m²,R 2 100 000,Diaz Beach
1077,3 Bedroom House,1 800 m²,R 8 500 000,Pinnacle Point Golf Estate
1078,Vacant Land,1 940 m²,R 2 100 000,Num Num Cape Estate
1079,3 Bedroom Townhouse,283 m²,R 3 700 000,Pinnacle Point Golf Estate
1080,3 Bedroom Townhouse,9.2 ha,R 3 500 000,Pinnacle Point Golf Estate
1081,Industrial Property,721 m²,R 6 900 000,Diaz Industria
1082,4 Bedroom House,198 ha,R 7 950 000,Springerbaai Eco Estate
1083,3 Bedroom Townhouse,250 m²,R 2 440 000,Heiderand
1084,Farm,771 m²,R 4 300 000,Mossel Bay Rural
1085,3 Bedroom Apartment,783 m²,R 2 450 000,Diaz Beach
1086,Commercial Property,337 m²,R 9 450 000,Mossel Bay Central
1087,3 Bedroom House,17 000 m²,R 5 900 000,Mossel Bay Golf Estate
1088,Farm,771 m²,R 8 400 000,Mossel Bay Rural
1089,5 Bedroom House,3 780 m²,R 8 200 000,Island View
1090,4 Bedroom House,727 m²,R 7 495 000,Renosterbos Estate
1091,3 Bedroom House,460 m²,R 2 690 000,Dana Bay
1092,Vacant Land,2 071 m²,R 1 995 000,Paradise Coast
1093,4 Bedroom House,1 009 m²,R 33 000 000,Mossel Bay Central
1094,Vacant Land,37 067 m²,R 2 100 000,Aalwyndal
1095,Vacant Land,980 m²,R 2 467 500,Village On Sea
1096,4 Bedroom House,285 m²,R 9 900 000,Boland Park
1097,4 Bedroom House,1 227 m²,R 3 595 000,Pinnacle Point Golf Estate
1098,4 Bedroom House,2 470 m²,R 1 995 000,Springerbaai Eco Estate
1099,3 Bedroom Apartment,1 335 m²,R 920 000,Boland Park
1100,Vacant Land,435 m²,R 8 000 000,N2 Industrial Park
1101,3 Bedroom House,120 ha,R 4 900 000,Pinnacle Point Golf Estate
1102,Farm,355 m²,R 3 599 995,Mossel Bay Rural
1103,3 Bedroom Townhouse,525 m²,R 2 499 000,Seemeeu Park
1104,2 Bedroom Apartment,727 m²,R 690 000,Mossel Bay Central
1105,Vacant Land,822 m²,R 7 495 000,Mossel Bay Ext 26
1106,4 Bedroom House,12.38 ha,R 7 500 000,Renosterbos Estate
1107,3 Bedroom House,440 m²,R 2 850 000,Dana Bay
1108,Commercial Property,735 m²,R 12 000 000,Mossel Bay Central
1109,Vacant Land,3.9 ha,R 1 500 000,Dana Bay
1110,Farm,7.44 ha,R 2 980 000,Brandwacht
1111,Farm,3 616 m²,R 6 880 000,Mossel Bay Rural
1112,Vacant Land,712 m²,R 4 450 000,Moquini Coastal Estate
1113,Vacant Land,287 m²,R 1 195 000,Seemeeu Park
1114,2 Bedroom Apartment,699 m²,R 2 780 700,Mossel Bay Central
1115,Vacant Land,1 037 m²,R 850 000,Vakansieplaas
1116,Vacant Land,345 m²,R 285 000,Friemersheim
1117,8 Bedroom House,7.5 ha,R 5 720 000,Mossel Bay Rural
1118,Vacant Land,1 286 m²,R 995 000,Blue Ridge
1119,Farm,959 m²,R 7 150 000,Mossel Bay Rural
1120,Vacant Land,1 350 m²,R 1 770 000,Dana Bay
1121,Vacant Land,920 m²,R 1 795 000,Seemeeu Park
1122,Vacant Land,959 m²,R 650 000,N2 Industrial Park
1123,4 Bedroom House,928 m²,R 3 600 000,Dana Bay
1124,Vacant Land,157 ha,R 1 795 000,Seemeeu Park
1125,3 Bedroom House,417 m²,R 3 650 000,Island View
1126,2 Bedroom House,223 m²,R 2 400 000,Vakansieplaas
1127,Farm,711 ha,R 26 000 000,Herbertsdale
1128,3 Bedroom House,360 m²,R 2 400 000,Dana Bay
1129,5 Bedroom House,1 214 m²,R 19 995 000,Pinnacle Point Golf Estate
1130,4 Bedroom House,636 m²,R 7 850 000,Diaz Beach
1131,3 Bedroom House,726 m²,R 1 800 000,Heiderand
1132,Vacant Land,757 m²,R 750 000,Fairview
1133,Vacant Land,371 m²,R 1 200 000,Blue Ridge
1134,Vacant Land,896 m²,R 1 150 000,De Bakke
1135,4 Bedroom House,1 123 m²,R 22 500 000,Pinnacle Point Golf Estate
1136,3 Bedroom Townhouse,849 m²,R 3 700 000,Diaz Beach
1137,Vacant Land,988 m²,R 1 095 000,Island View
1138,Vacant Land,711 ha,R 5 300 000,Voorbaai
1139,Farm,1 300 m²,R 26 000 000,Herbertsdale
1140,Vacant Land,433 m²,R 650 000,N2 Industrial Park
1141,4 Bedroom House,750 m²,R 3 300 000,Mossel Bay Golf Estate
1142,Vacant Land,1 350 m²,R 1 200 000,Dana Bay
1143,Vacant Land,1 200 m²,R 598 000,N2 Industrial Park
1144,Vacant Land,536 m²,R 630 000,Mossel Bay Ext 26
1145,3 Bedroom House,589 m²,R 700 000,Friemersheim
1146,3 Bedroom House,1 182 m²,R 6 850 000,Pinnacle Point Golf Estate
1147,Vacant Land,1 447 m²,R 2 500 000,Moquini Coastal Estate
1148,Farm,52 ha,R 6 795 000,Mossel Bay Rural
1149,Farm,352.96 ha,R 28 000 000,Mossel Bay Rural
1150,3 Bedroom House,280 m²,R 2 550 000,Dana Bay
1151,Vacant Land,958 m²,R 1 490 000,Island View
1152,Farm,52 ha,R 21 500 000,Herbertsdale
1153,Farm,747 m²,R 6 795 000,Mossel Bay Rural
1154,Vacant Land,12.87 ha,R 680 000,Fairview
1155,2 Bedroom Apartment,800 m²,R 1 600 000,Island View
1156,Farm,563 ha,R 8 450 000,Mossel Bay Rural
1157,Vacant Land,560 m²,R 2 835 000,Pinnacle Point Golf Estate
1158,Farm,345 m²,R 10 150 000,Herbertsdale
1159,Vacant Land,830 m²,R 1 020 000,Blue Ridge
1160,Vacant Land,2 864 m²,R 1 020 000,Blue Ridge
1161,4 Bedroom House,23 853 m²,R 3 480 000,Dana Bay
1162,Vacant Land,3 853 m²,R 4 900 000,Diaz Industria
1163,Farm,129 ha,R 24 000 000,Mossel Bay Rural
1164,Vacant Land,1 400 m²,R 690 000,N2 Industrial Park
1165,4 Bedroom Apartment,1 041 m²,R 5 200 000,Pinnacle Point Golf Estate
1166,Vacant Land,3 380 m²,R 2 200 000,Pinnacle Point Golf Estate
1167,Vacant Land,1 850 m²,R 2 530 000,Moquini Coastal Estate
1168,2 Bedroom Apartment,500 m²,R 1 640 000,Island View
1169,Vacant Land,1 250 m²,R 450 000,N2 Industrial Park
1170,4 Bedroom House,800 m²,R 3 695 000,Dana Bay
1171,3 Bedroom Townhouse,514 m²,R 3 300 000,Pinnacle Point Golf Estate
1172,Vacant Land,300 m²,R 625 000,N2 Industrial Park
1173,Vacant Land,155 m²,R 1 250 000,Island View
1174,2 Bedroom Townhouse,450 m²,R 3 630 000,Renosterbos Estate
1175,4 Bedroom Apartment,911 m²,R 5 500 000,Pinnacle Point Golf Estate
1176,Vacant Land,1 280 m²,R 1 720 000,De Bakke
1177,Vacant Land,935 m²,R 1 250 000,Island View
1178,Vacant Land,2 267 m²,R 5 900 000,Diaz Industria
1179,4 Bedroom House,807 m²,R 3 995 000,Island View
1180,Vacant Land,837 m²,R 1 865 500,Boggomsbaai
1181,3 Bedroom House,450 m²,R 10 000 000,Pinnacle Point Golf Estate
1182,10 Bedroom House,5 008 m²,R 5 390 000,Vakansieplaas
1183,6 Bedroom House,800 m²,R 9 980 000,Dana Bay
1184,Vacant Land,733 m²,R 1 695 000,Boggomsbaai
1185,2 Bedroom Apartment,886 m²,R 2 750 000,Pinnacle Point Golf Estate
1186,Vacant Land,1 400 m²,R 1 895 000,Dana Bay
1187,Vacant Land,399 m²,R 720 000,N2 Industrial Park
1188,3 Bedroom House,837 m²,R 3 920 000,Island View
1189,Vacant Land,7 754 m²,R 2 000 000,Boggomsbaai
1190,Vacant Land,5 008 m²,R 9 900 000,Nautilus Bay
1191,10 Bedroom House,920 m²,R 5 390 000,Vakansieplaas
1192,3 Bedroom House,390 m²,R 2 800 000,Diaz Beach
1193,2 Bedroom Apartment,400 m²,R 2 750 000,Mossel Bay Central
1194,3 Bedroom House,341 m²,R 3 730 000,Island View
1195,Vacant Land,399 m²,R 899 000,Blue Ridge
1196,3 Bedroom House,1 265 m²,R 3 690 000,Island View
1197,4 Bedroom House,1 104 m²,R 8 450 000,Pinnacle Point Golf Estate
1198,2 Bedroom Apartment,1 318 m²,R 2 499 000,Mossel Bay Central
1199,Industrial Property,6 ha,R 9 580 000,Diaz Industria
1200,Vacant Land,900 m²,R 1 750 000,Dana Bay
1201,4 Bedroom House,1 104 m²,R 26 000 000,Pinnacle Point Golf Estate
1202,Vacant Land,1 491 m²,R 680 000,Voorbaai
1203,3 Bedroom Apartment,400 m²,R 9 970 000,Diaz Beach
1204,Vacant Land,1 029 m²,R 2 500 000,Dana Bay
1205,2 Bedroom House,631 m²,R 185 000,De Almeida
1206,Vacant Land,667 m²,R 980 000,Seemeeu Park
1207,Vacant Land,96 m²,R 970 000,De Bakke
1208,2 Bedroom House,831 m²,R 250 000,Kwanonqaba
1209,Vacant Land,896 m²,R 390 000,Friemersheim
1210,2 Bedroom Apartment,10 837 m²,R 2 725 000,Island View
1211,2 Bedroom Apartment,851 m²,R 2 780 000,Voorbaai
1212,2 Bedroom Apartment,588 m²,R 2 895 000,Voorbaai
1213,Vacant Land,641 m²,R 1 150 000,De Bakke
1214,Vacant Land,930 m²,R 990 000,Blue Ridge
1215,Vacant Land,6 ha,R 11 000 000,Dana Bay
1216,2 Bedroom Apartment,1 400 m²,R 2 780 000,Voorbaai
1217,Farm,820 m²,R 6 500 000,Friemersheim
1218,Vacant Land,1 340 m²,R 2 400 000,Pinnacle Point Golf Estate
1219,3 Bedroom House,588 m²,R 3 299 000,Dana Bay
1220,Vacant Land,400 m²,R 4 758 000,Pinnacle Point Golf Estate
1221,3 Bedroom House,1 018 m²,R 3 950 000,Island View
1222,12 Bedroom House,673 m²,R 12 500 000,De Bakke
1223,3 Bedroom Apartment,851 m²,R 2 500 000,Diaz Beach
1224,4 Bedroom House,1 457 m²,R 1 400 000,Mossel Bay Ext 26
1225,Farm,1 659 m²,R 8 690 000,Leeukloof
1226,Vacant Land,450 m²,R 3 700 000,Pinnacle Point Golf Estate
1227,6 Bedroom House,685 m²,R 5 450 000,Linkside
1228,2 Bedroom Apartment,550 m²,R 2 100 000,Island View
1229,2 Bedroom Apartment,16.6 ha,R 2 499 000,Da Nova
1230,House,3 000 m²,R 3 995 000,Boland Park
1231,Commercial Property,437 m²,R 10 500 000,Heiderand
1232,4 Bedroom House,550 m²,R 4 350 000,Dana Bay
1233,Farm,395 m²,R 5 500 000,Mossel Bay Rural
1234,Vacant Land,817 m²,R 960 000,N2 Industrial Park
1235,Vacant Land,1 081 m²,R 2 500 000,Pinnacle Point Golf Estate
1236,4 Bedroom House,9 464 m²,R 4 350 000,Dana Bay
1237,3 Bedroom House,327 m²,R 3 775 000,Renosterbos Estate
1238,Industrial Property,597 m²,R 4 500 000,Diaz Industria
1239,3 Bedroom House,525 m²,R 3 920 000,Island View
1240,Industrial Property,2 998 m²,R 5 500 000,Diaz Industria
1241,2 Bedroom Apartment,980 m²,R 2 700 000,Mossel Bay Central
1242,Vacant Land,223 m²,R 2 600 000,Village On Sea
1243,Vacant Land,188 m²,R 365 000,Boland Park
1244,3 Bedroom House,699 m²,R 3 620 000,Island View
1245,Vacant Land,789 m²,R 330 000,Friemersheim
1246,Vacant Land,223 m²,R 2 150 000,Boggomsbaai
1247,Vacant Land,613 m²,R 365 000,Boland Park
1248,Industrial Property,1 200 m²,R 1 910 000,Diaz Industria
